,answer,question,label
206, در کل پاسخگویی مناسب بود,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
207,در رابطه با بازخورد به فعالیت‌ها و تکالیف به نظرم خوب و مناسب بود,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
208, ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
209, در برخی موارد به سوالات یا درخواست‌هایمان دیر پاسخ داده می‌شد، و یا اصلا پاسخی داده نمی‌شد,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
210,,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
211,فیدبک تکالیف به موقع بود و معلوم بود مصحح به تکالیفی که میفرستیم دقت میکنه و تلاش میکرد برای این یادبگیریم,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
212, ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
213, یه سری جاها که از استاد درس خواسته هایی داشتیم، تقریبا پاسخ معکوس میگرفتیم نسبت به خواسته هامون,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
214,خیر,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
215,بسیار بسیار عالی,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
216, ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
217,خیلی عالی,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
218,خیر,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
219,خیر,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
220, استاد درس راهی برای ارتباط به دانشجویان ندادند و هر هفته منتظر بودیم تا در لحظات قبل از کلاس فعالیت هایی که قرار هست انجام شود ، در سایت آپلود شود,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
221, در کل ارتباط خوب و منسجمی بین استاد و دانشجویان شکل نگرفت,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
222, ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
223,خیر,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
224,بله,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
225, سرعت پاسخگویی بسیار خوب و ارایه فیدبک ها هم منطم انجام می گرفت,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
226,,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
227,بله بسیار عالی بود و با محبت بسیار زیادی اینکار را انجام میدادند,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
228, گاها مطلبی را چندین بار برای فهم بیشتر ما تکرار میکردند,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
229,,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
230,بله ,آیا سرعت و کیفیت پاسخگویی تیم آموزشی به سؤالات و نیازهای دانشجویان و همین طور ارائه فیدبک به تکالیف و فعالیت ها مناسب بوده است؟,0
231,نقطه ضعف آن سرعت زیاد درس از عبور مطالب بسیار سنگین بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
232," 
پیشنهاد بنده به این موضوع این است که اگر مقدور باشد این درس حداقل به دو درس تقسیم شود",چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
233,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
234,نمره ندادن به تکالیف,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
235,در موارد محدودی بین اهداف آموزشی درس و تکالیف با مواردی که در هفته موردنظر باید مطالعه میشد تطابق وجود نداشت,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
236,"کلاس های آنلاین طولانی 
تصحیح نا مناسب تکالیف 
زمان بندی بد برای امتحانات ",چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
237,درس دارای قوانین سختی است که ممکن است با کوچک ترین اشتباه دانشجو منجر به افتادن او در درس شود در صورتی که ممکن است لیاقت پاس شدن داشته باشد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
238,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
239,به نظرم حجم خیلی زیاد و خارج از عرف این درس بزرگترین نقطه ضعف بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
240,(بیشتر از سه واحد در هفته وقت میگرفت),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
241,تمام درس نقاط ضعف است که جای اصلاح دارد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
242, کتاب قدیمی و ناخوانا,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
243, تکالیف زیاد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
244, مطالب تکراری با دبیرستان که البته باید تکالیف مسخره ای براشون فرستاد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
245, سیستم نمره دهی سختگیرانه و اذیت کننده,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
246,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
247,تیم آموزشی بسیار ضعیف,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
248,اگر امکانش وجود دارد و کار درستی هست، تکالیف کم حجمتر قرار بگیرند,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
249,شخصا فشار روانی را در این درس متحمل شدم که قبلا ابدا تجربه نکرده بودم و با مشورت با دوستانم متوجه میشدم که این مشکل همگی ما بوده است,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
250, با توجه به این موضوع که شخصا انسانی تلاشگر هستم و برای دروس تخصصی با تمام تلاش صادقانه وقت خود را صرف آن میکنم فکر میکنم آنقدر حجم درس بالا و وقت اندک بود که همگی ما دچار استرس شدیم,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
251,  ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
252,درس کلاس آنلاین واقعا خیلی عالی هست و استاد درس هم واقعا خوب توضیح میدن ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
253, فعالیت های پنجشنبه های کلاس یه مقدار نامفهوم و گنگ بودن,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
254, تی ای هایی که آنلاین بودن خیلی کمک میکردن ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
255, باز هم خیلی چیزها نامفهوم میموند که تی‌ای ها پاسخنامه داشتن و از روی اون کمک میکردن,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
256,مطالبی خیلی زیادی در مدت زمان خیلی کم باید مطالعه شوند,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
257, این نه تنها فرصت یادگیری عمیق را از دانشجویان میگیرد، بلکه سوالات آنها از مباحث قبلی را نیز بی پاسخ میگذارد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
258, منبع مطالعه به زبان انگلیسیست و زمان خیلی زیادی برای مطالعه حجم زیادی از آن در هفته لازم است‌,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
259, ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
260,استاد درس اگرچه دانش بالایی دارند ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
261, در ارائه مطالب، طراحی فعالیتهای درس و نوع رفتار با دانشجو توانایی و دید مناسبی ندارند,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
262,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
263,استاد درس مشکل اصلی این درس است,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
264,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
265,نحوه ی زمان بندی و تعداد کم تکلیف با خواسته های بسیار,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
266, از جمله دروس بسیار لذت بخشی که بنده آن را پاس نموده ام درس برنامه نویسی 1 بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
267, در این درس ما به صورت هفتگی تکلیف داشتیم ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
268, تکالیف سبک و آهست آهسته مطالب مورد مطالعه را در تکلیف اضاف می کردیم تا در نهایت در چند تکلیف آن را ها به صورت کامل استفاده کردیم و در پایان ترم یک پروژه ی پایانی خوب با آموخته هایمان ارائه دادیم,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
269,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
270,در طول ترم، به غیر از کلاس‌های آنلاین، دسترسی مستقیم به استاد بسیار سخت بود و اغلب از طریق ta های درس باید این ارتباط شکل می‌گرفت,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
271, به همین دلیل، دریافت پاسخ در مواردی که خود استاد باید در مورد موضوعی نظر می‌دادند بسیار زمان‌بر بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
272, ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
273,پیگیری بسیار کم در امور اموزشی،مخصوصا برای مشخص کردن محتوای تکالیف,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
274,"ارایه ضعیف
",چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
275,من به عنوان یک دانشجوی پیشکسوت :) خیلی مشکلی نداشتم ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
276," اینکه امتحان پایانی هم به صورت کتبی و هم شفاهی بود به نظرم خارج از انصاف بود زیرا شیوه مطالعه این دو متفاوت است و با توجه به درخواست بسیار بالای دانشجویانهیچ تغییری در این شیوه اتفاق نیافتاد

مورد بعد اینکه امتحان کتبی در حالی برگزار شد که باید وبکم های خود را روشن می کردیم که من به شخصه از این کار بسیار ناراحت کننده بود زیرا این قضایا جز دامن زدن به بی اعتمادی هیچ نتیجه دیگری ندارد",چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
277,"

مورد آخر هم همانند قبل مربوط به کاربردی نبودن درس است",چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
278, می توان مفاهیم این درس را به شکلی بسیار کاربردی تر درس داد مثلا به جای درس دادن خشک مشتق جزیی می توان آن را در زمینه ریگرسیون خطی بیان کرد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
279,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
280,در فیلم های آموزشی گاهی اوقات بیش از حد درباره مطالب کم اهمیت توضیح داده می‌شود و همین باعث کاهش میزان یادگیری خواهد بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
281,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
282,به نظرم بزرگترین اشکال این درس جزوه محور بودن درس بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
283, اگر این درس کتاب محور بود، احتمالا کیفیت یادگیری بالاتر می‌رفت,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
284, همانطور که من مجبور بودم برای یادگیری مطالبی که در جزوه نفهمیدم، به کتاب مراجعه کنم,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
285, نسبت به درس ریاضی یک، من یادگیری کمتری در این درس داشتم,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
286, شاید ذات خود درس اینطوری باشد ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
287, به نظر خودم، جزوه محور بودن این درس باعث کاهش یادگیری شد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
288, چون خود جزوه تمرین‌های کمی داشت و بسیار پراکنده بحث می‌کرد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
289,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
290,سر جلسات رفع اشکال احساس میکردیم استاد یکم مسلط نیست که بتونه خوب توضیح بده,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
291, قصد بی احترامی هم نیست اصلا، ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
292, تخصص ایشون ریاضیات نیست خب,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
293, و اینکه احساس کردیم خیلی شرایط ما مهم نیست براشون که مثلا از حجم امتحان کم بکنن,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
294,تیم آموزشی بسیار ضعیف,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
295,در تصحیح تکالیف کمی سختگیری میشد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
296,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
297,تعدادی استاد که هر کدام یک بخش را ارئه میدهند و باعث میشود در بعضی جاها انسجام از بین برود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
298,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
299,احساس بنده این بود که درس بسیار مهم است ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
300, توسط تیم زیاد جدی گرفته نمیشود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
301,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
302,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
303,۲-کلاس های آنلاین قالبا به خاطر ضعف اینترنت با صدای قطع و وصل و اسلاید ها بهم میریختند(چند بار بعد از این که مدرس ۳۰ دقیقه روی یک صفحه بود متوجه میشیدم مدرس چند صفحه جلو تر است ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
304, صفحه فریز شده),چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
305,شاید فیلم ضبط شده بیشتر گذاشته میشد بهتر بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
306, ۳- در چند روز پایانی وهمزمان باسایر پروژه ها اعلام شدکه  امتحان شفاهی اضافه شده است که مطالعه درس در آن زمان بسیار مشکل بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
307,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
308,طریق نمره دهی در درس مشخص نبود و در نهایت متوجه نشدیم که این نمره آیا واقعا با فعالیت هایی که انجام دادیم، سازگار است یا خیر,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
309, همچنین منظم شدن در سایت و پاسخ دهی به مشکلات بچه ها,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
310,لطفا دست از تبعیض در نمره دادن به پسر ها بردارید,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
311, چرا یک نفر به صرف جنسیت(مونث ) باید نمره بیشتری دریافت کند؟ این موضوع علنا برای من و دوستان محرض شده است ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
312,"
لطفا این موضوع به جد پیگیری شود",چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
313,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
314, ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
315,"باید حذف شود
استاد درس باید ثبات داشته باشد و در پایان ترم گریدینگ پالیسی را یهو عوض نکند",چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
316,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
317,شیوه نمره دهی استاد به نظرم کمی سخت گیرانه است و در عمل نمره ۷۰ از تکلیف یعنی ما مطلب را خوب متوحه شدیم,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
318, من با این مورد مشکلی نداشتم ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
319, باعث می شود که دانشجویان انگیزه خود را از دست بدهند,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
320,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
321,نقاط ضعفی مشاهده نکردم,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
322, شاید اگر زمان فعالیت‌های داخل کلاس کمی بیشتر بود بهتر میشد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
323,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
324,برای تکالیف بهتر است علاوه بر بخش پروگرمینگ یک بخش تئوری نیز قرار داده شود تا دانشجویان بتوانند به مفاهیم درس و اصطلاحات این حوزه تسلط یابند وگرنه استفاده از کتابخانه های پایتون کار خیلی سخت و علمی نیست,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
325,اینکه برد آموزشی داریم و میشه دستی کد زد و نتیجه رو دید,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
326,بنظرم منابع و ویدیو های کامل و نمونه کد ها در مورد مطالب مختلف بسیار مناسب بود و خوب است که این نکات حفظ شود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
327,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
328,احساس تعهد و مسئ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
329,ت بالای اساتید مخصوصا آقای دادور و همراهی با دانشجو جهت یادگیری هرچه بهتر مفاهیم,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
330,پیگیری کردن تیم آموزشی و کمک هاشون,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
331,اساتید پیگیر و متمرکز هستند ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
332,نقطه قوتی در این درس ندیدم,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
333, ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
334, به طور کلی مباحث خسته کننده نیستند ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
335, ارائه و قوانین درس به شدت سخت است,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
336,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
337,درس بسیار منطم ارایه می شود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
338,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
339,استاد فرد محترم و مس,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
340,ت پذیری است و تمام تمرکزش بر یادگیری دانشجویان بود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
341,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
342,نظم درس,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
343,-,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
344,پروژه محور بودن درس  و کوییز های شفاهی هر کلاس نقاط مثبتی هستند که سبب یادگیری بهتر من شدند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
345,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
346,درس خوب ارائه شد,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
347, کلی یادگیری داشت و واقعا زحمت کشیده شد,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
348, آنلاین بودن درس به نظرم اصلا اختلالی ایجاد نکرد و استاد درس خیلی بیشتر از اون چیزی که فکر میکردم تونستن درس رو خوب آنلاین ارائه کنن,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
349,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
350,باید از شوق و انگیزه استادیاران در ایجاد تغییرات در نحوه تدریس و طراحی تکالیف بیشتر استفاده شود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
351, تجربه بیشتر هیچ فردی را مصون از خطا نمیکند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
352,  باید اجازه داد روشهای قدیمی جایشان را به روشهای نوین بدهند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
353,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
354,کارگاه های طراحی شده در این درس در صورتی که متناسب با تایم داده شده طراحی شوند جزو نقاط قوت این درس هستند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
355,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
356,سبک پیش روی درس و سیلابس بندی درس برای من جذاب و منطقی بود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
357, ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
358, خب ارائه ی نا کافی و تمرین های کم باعث شد تا تسلط کافی ایجاد نشود,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
359, همچنین من باید اضافه کنم که در این درس لازم است تا فارغ از بحث نمره زمانی را در کنار هم کد بزنیم و دیباگ کنیم ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
